Mod:Item:MetaData, Localized Name
artisanworktables:artisans_lens_diamond, Artisan's %s Lens
artisanworktables:artisans_lens_flint, Artisan's %s Lens
artisanworktables:artisans_lens_bone, Artisan's %s Lens
artisanworktables:artisans_lens_aluminum, Artisan's %s Lens
artisanworktables:artisans_lens_bronze, Artisan's %s Lens
artisanworktables:artisans_lens_constantan, Artisan's %s Lens
artisanworktables:artisans_lens_copper, Artisan's %s Lens
artisanworktables:artisans_lens_electrum, Artisan's %s Lens
artisanworktables:artisans_lens_invar, Artisan's %s Lens
artisanworktables:artisans_lens_lead, Artisan's %s Lens
artisanworktables:artisans_lens_nickel, Artisan's %s Lens
artisanworktables:artisans_lens_platinum, Artisan's %s Lens
artisanworktables:artisans_lens_silver, Artisan's %s Lens
artisanworktables:artisans_lens_steel, Artisan's %s Lens
artisanworktables:artisans_lens_tin, Artisan's %s Lens
artisanworktables:artisans_lens_osmium, Artisan's %s Lens
artisanworktables:artisans_lens_boron, Artisan's %s Lens
artisanworktables:artisans_lens_toughalloy, Artisan's %s Lens
artisanworktables:artisans_lens_hardcarbon, Artisan's %s Lens
artisanworktables:artisans_lens_boronnitride, Artisan's %s Lens
artisanworktables:artisans_sifter_iron, Artisan's %s Sifter
artisanworktables:artisans_sifter_diamond, Artisan's %s Sifter
artisanworktables:artisans_sifter_flint, Artisan's %s Sifter
artisanworktables:artisans_sifter_bone, Artisan's %s Sifter
artisanworktables:artisans_sifter_aluminum, Artisan's %s Sifter
artisanworktables:artisans_sifter_bronze, Artisan's %s Sifter
artisanworktables:artisans_sifter_constantan, Artisan's %s Sifter
artisanworktables:artisans_sifter_copper, Artisan's %s Sifter
artisanworktables:artisans_sifter_electrum, Artisan's %s Sifter
artisanworktables:artisans_sifter_invar, Artisan's %s Sifter
artisanworktables:artisans_sifter_lead, Artisan's %s Sifter
artisanworktables:artisans_sifter_nickel, Artisan's %s Sifter
artisanworktables:artisans_sifter_platinum, Artisan's %s Sifter
artisanworktables:artisans_sifter_silver, Artisan's %s Sifter
artisanworktables:artisans_sifter_steel, Artisan's %s Sifter
artisanworktables:artisans_sifter_tin, Artisan's %s Sifter
artisanworktables:artisans_sifter_osmium, Artisan's %s Sifter
artisanworktables:artisans_sifter_boron, Artisan's %s Sifter
artisanworktables:artisans_sifter_toughalloy, Artisan's %s Sifter
artisanworktables:artisans_sifter_hardcarbon, Artisan's %s Sifter
artisanworktables:artisans_sifter_boronnitride, Artisan's %s Sifter
artisanworktables:artisans_gemcutter_iron, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_diamond, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_flint, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_bone, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_aluminum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_bronze, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_constantan, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_copper, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_electrum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_invar, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_lead, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_nickel, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_platinum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_silver, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_steel, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_tin, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_osmium, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_boron, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_toughalloy, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_hardcarbon, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_boronnitride, Artisan's %s Gemcutter
artisanworktables:artisans_pliers_iron, Artisan's %s Pliers
artisanworktables:artisans_pliers_diamond, Artisan's %s Pliers
artisanworktables:artisans_pliers_flint, Artisan's %s Pliers
artisanworktables:artisans_pliers_bone, Artisan's %s Pliers
artisanworktables:artisans_pliers_aluminum, Artisan's %s Pliers
artisanworktables:artisans_pliers_bronze, Artisan's %s Pliers
artisanworktables:artisans_pliers_constantan, Artisan's %s Pliers
artisanworktables:artisans_pliers_copper, Artisan's %s Pliers
artisanworktables:artisans_pliers_electrum, Artisan's %s Pliers
artisanworktables:artisans_pliers_invar, Artisan's %s Pliers
artisanworktables:artisans_pliers_lead, Artisan's %s Pliers
artisanworktables:artisans_pliers_nickel, Artisan's %s Pliers
artisanworktables:artisans_pliers_platinum, Artisan's %s Pliers
artisanworktables:artisans_pliers_silver, Artisan's %s Pliers
artisanworktables:artisans_pliers_steel, Artisan's %s Pliers
artisanworktables:artisans_pliers_tin, Artisan's %s Pliers
artisanworktables:artisans_pliers_osmium, Artisan's %s Pliers
artisanworktables:artisans_pliers_boron, Artisan's %s Pliers
artisanworktables:artisans_pliers_toughalloy, Artisan's %s Pliers
artisanworktables:artisans_pliers_hardcarbon, Artisan's %s Pliers
artisanworktables:artisans_pliers_boronnitride, Artisan's %s Pliers
artisanworktables:artisans_athame_iron, Artisan's %s Athame
artisanworktables:artisans_athame_diamond, Artisan's %s Athame
artisanworktables:artisans_athame_flint, Artisan's %s Athame
artisanworktables:artisans_athame_bone, Artisan's %s Athame
artisanworktables:artisans_athame_aluminum, Artisan's %s Athame
artisanworktables:artisans_athame_bronze, Artisan's %s Athame
artisanworktables:artisans_athame_constantan, Artisan's %s Athame
artisanworktables:artisans_athame_copper, Artisan's %s Athame
artisanworktables:artisans_athame_electrum, Artisan's %s Athame
artisanworktables:artisans_athame_invar, Artisan's %s Athame
artisanworktables:artisans_athame_lead, Artisan's %s Athame
artisanworktables:artisans_athame_nickel, Artisan's %s Athame
artisanworktables:artisans_athame_platinum, Artisan's %s Athame
artisanworktables:artisans_athame_silver, Artisan's %s Athame
artisanworktables:artisans_athame_steel, Artisan's %s Athame
artisanworktables:artisans_athame_tin, Artisan's %s Athame
artisanworktables:artisans_athame_osmium, Artisan's %s Athame
artisanworktables:artisans_athame_boron, Artisan's %s Athame
artisanworktables:artisans_athame_toughalloy, Artisan's %s Athame
artisanworktables:artisans_athame_hardcarbon, Artisan's %s Athame
artisanworktables:artisans_athame_boronnitride, Artisan's %s Athame
artisanworktables:artisans_grimoire_iron, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_diamond, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_flint, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_bone, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_aluminum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_bronze, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_constantan, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_copper, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_electrum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_invar, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_lead, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_nickel, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_platinum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_silver, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_steel, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_tin, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_osmium, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_boron, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_toughalloy, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_hardcarbon, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_boronnitride, Artisan's %s-Bound Grimoire
artisanworktables:artisans_chisel_iron, Artisan's %s Chisel
artisanworktables:artisans_chisel_diamond, Artisan's %s Chisel
artisanworktables:artisans_chisel_flint, Artisan's %s Chisel
artisanworktables:artisans_chisel_bone, Artisan's %s Chisel
artisanworktables:artisans_chisel_aluminum, Artisan's %s Chisel
artisanworktables:artisans_chisel_bronze, Artisan's %s Chisel
artisanworktables:artisans_chisel_constantan, Artisan's %s Chisel
artisanworktables:artisans_chisel_copper, Artisan's %s Chisel
artisanworktables:artisans_chisel_electrum, Artisan's %s Chisel
artisanworktables:artisans_chisel_invar, Artisan's %s Chisel
artisanworktables:artisans_chisel_lead, Artisan's %s Chisel
artisanworktables:artisans_chisel_nickel, Artisan's %s Chisel
artisanworktables:artisans_chisel_platinum, Artisan's %s Chisel
artisanworktables:artisans_chisel_silver, Artisan's %s Chisel
artisanworktables:artisans_chisel_steel, Artisan's %s Chisel
artisanworktables:artisans_chisel_tin, Artisan's %s Chisel
artisanworktables:artisans_chisel_osmium, Artisan's %s Chisel
artisanworktables:artisans_chisel_boron, Artisan's %s Chisel
artisanworktables:artisans_chisel_toughalloy, Artisan's %s Chisel
artisanworktables:artisans_chisel_hardcarbon, Artisan's %s Chisel
artisanworktables:artisans_chisel_boronnitride, Artisan's %s Chisel
artisanworktables:artisans_trowel_iron, Artisan's %s Trowel
artisanworktables:artisans_trowel_diamond, Artisan's %s Trowel
artisanworktables:artisans_trowel_flint, Artisan's %s Trowel
artisanworktables:artisans_trowel_bone, Artisan's %s Trowel
artisanworktables:artisans_trowel_aluminum, Artisan's %s Trowel
artisanworktables:artisans_trowel_bronze, Artisan's %s Trowel
artisanworktables:artisans_trowel_constantan, Artisan's %s Trowel
artisanworktables:artisans_trowel_copper, Artisan's %s Trowel
artisanworktables:artisans_trowel_electrum, Artisan's %s Trowel
artisanworktables:artisans_trowel_invar, Artisan's %s Trowel
artisanworktables:artisans_trowel_lead, Artisan's %s Trowel
artisanworktables:artisans_trowel_nickel, Artisan's %s Trowel
artisanworktables:artisans_trowel_platinum, Artisan's %s Trowel
artisanworktables:artisans_trowel_silver, Artisan's %s Trowel
artisanworktables:artisans_trowel_steel, Artisan's %s Trowel
artisanworktables:artisans_trowel_tin, Artisan's %s Trowel
artisanworktables:artisans_trowel_osmium, Artisan's %s Trowel
artisanworktables:artisans_trowel_boron, Artisan's %s Trowel
artisanworktables:artisans_trowel_toughalloy, Artisan's %s Trowel
artisanworktables:artisans_trowel_hardcarbon, Artisan's %s Trowel
artisanworktables:artisans_trowel_boronnitride, Artisan's %s Trowel
artisanworktables:artisans_carver_iron, Artisan's %s Carver
artisanworktables:artisans_carver_diamond, Artisan's %s Carver
artisanworktables:artisans_carver_flint, Artisan's %s Carver
artisanworktables:artisans_carver_bone, Artisan's %s Carver
artisanworktables:artisans_carver_aluminum, Artisan's %s Carver
artisanworktables:artisans_carver_bronze, Artisan's %s Carver
artisanworktables:artisans_carver_constantan, Artisan's %s Carver
artisanworktables:artisans_carver_copper, Artisan's %s Carver
artisanworktables:artisans_carver_electrum, Artisan's %s Carver
artisanworktables:artisans_carver_invar, Artisan's %s Carver
artisanworktables:artisans_carver_lead, Artisan's %s Carver
artisanworktables:artisans_carver_nickel, Artisan's %s Carver
artisanworktables:artisans_carver_platinum, Artisan's %s Carver
artisanworktables:artisans_carver_silver, Artisan's %s Carver
artisanworktables:artisans_carver_steel, Artisan's %s Carver
artisanworktables:artisans_carver_tin, Artisan's %s Carver
artisanworktables:artisans_carver_osmium, Artisan's %s Carver
artisanworktables:artisans_carver_boron, Artisan's %s Carver
artisanworktables:artisans_carver_toughalloy, Artisan's %s Carver
artisanworktables:artisans_carver_hardcarbon, Artisan's %s Carver
artisanworktables:artisans_carver_boronnitride, Artisan's %s Carver
artisanworktables:artisans_razor_iron, Artisan's %s Razor
artisanworktables:artisans_razor_diamond, Artisan's %s Razor
artisanworktables:artisans_razor_flint, Artisan's %s Razor
artisanworktables:artisans_razor_bone, Artisan's %s Razor
artisanworktables:artisans_razor_aluminum, Artisan's %s Razor
artisanworktables:artisans_razor_bronze, Artisan's %s Razor
artisanworktables:artisans_razor_constantan, Artisan's %s Razor
artisanworktables:artisans_razor_copper, Artisan's %s Razor
artisanworktables:artisans_razor_electrum, Artisan's %s Razor
artisanworktables:artisans_razor_invar, Artisan's %s Razor
artisanworktables:artisans_razor_lead, Artisan's %s Razor
artisanworktables:artisans_razor_nickel, Artisan's %s Razor
artisanworktables:artisans_razor_platinum, Artisan's %s Razor
artisanworktables:artisans_razor_silver, Artisan's %s Razor
artisanworktables:artisans_razor_steel, Artisan's %s Razor
artisanworktables:artisans_razor_tin, Artisan's %s Razor
artisanworktables:artisans_razor_osmium, Artisan's %s Razor
artisanworktables:artisans_razor_boron, Artisan's %s Razor
artisanworktables:artisans_razor_toughalloy, Artisan's %s Razor
artisanworktables:artisans_razor_hardcarbon, Artisan's %s Razor
artisanworktables:artisans_razor_boronnitride, Artisan's %s Razor
artisanworktables:artisans_compass_iron, Artisan's %s Compass
artisanworktables:artisans_compass_diamond, Artisan's %s Compass
artisanworktables:artisans_compass_flint, Artisan's %s Compass
artisanworktables:artisans_compass_bone, Artisan's %s Compass
artisanworktables:artisans_compass_aluminum, Artisan's %s Compass
artisanworktables:artisans_compass_bronze, Artisan's %s Compass
artisanworktables:artisans_compass_constantan, Artisan's %s Compass
artisanworktables:artisans_compass_copper, Artisan's %s Compass
artisanworktables:artisans_compass_electrum, Artisan's %s Compass
artisanworktables:artisans_compass_invar, Artisan's %s Compass
artisanworktables:artisans_compass_lead, Artisan's %s Compass
artisanworktables:artisans_compass_nickel, Artisan's %s Compass
artisanworktables:artisans_compass_platinum, Artisan's %s Compass
artisanworktables:artisans_compass_silver, Artisan's %s Compass
artisanworktables:artisans_compass_steel, Artisan's %s Compass
artisanworktables:artisans_compass_tin, Artisan's %s Compass
artisanworktables:artisans_compass_osmium, Artisan's %s Compass
artisanworktables:artisans_compass_boron, Artisan's %s Compass
artisanworktables:artisans_compass_toughalloy, Artisan's %s Compass
artisanworktables:artisans_compass_hardcarbon, Artisan's %s Compass
artisanworktables:artisans_compass_boronnitride, Artisan's %s Compass
artisanworktables:artisans_quill_iron, Artisan's %s Quill
artisanworktables:artisans_quill_diamond, Artisan's %s Quill
artisanworktables:artisans_quill_flint, Artisan's %s Quill
artisanworktables:artisans_quill_bone, Artisan's %s Quill
artisanworktables:artisans_quill_aluminum, Artisan's %s Quill
artisanworktables:artisans_quill_bronze, Artisan's %s Quill
artisanworktables:artisans_quill_constantan, Artisan's %s Quill
artisanworktables:artisans_quill_copper, Artisan's %s Quill
artisanworktables:artisans_quill_electrum, Artisan's %s Quill
artisanworktables:artisans_quill_invar, Artisan's %s Quill
artisanworktables:artisans_quill_lead, Artisan's %s Quill
artisanworktables:artisans_quill_nickel, Artisan's %s Quill
artisanworktables:artisans_quill_platinum, Artisan's %s Quill
artisanworktables:artisans_quill_silver, Artisan's %s Quill
artisanworktables:artisans_quill_steel, Artisan's %s Quill
artisanworktables:artisans_quill_tin, Artisan's %s Quill
artisanworktables:artisans_quill_osmium, Artisan's %s Quill
artisanworktables:artisans_quill_boron, Artisan's %s Quill
artisanworktables:artisans_quill_toughalloy, Artisan's %s Quill
artisanworktables:artisans_quill_hardcarbon, Artisan's %s Quill
artisanworktables:artisans_quill_boronnitride, Artisan's %s Quill
artisanworktables:artisans_needle_iron, Artisan's %s Needle
artisanworktables:artisans_needle_diamond, Artisan's %s Needle
